state_county,Population,Race_White,Race_Black,Race_Asian,Race_Native,Race_Hispanic,Race_Multi,Alone_65,Under18,Over65,UnderHS,Ed_HSDiploma,Ed_SomeCollege,Ed_Assoc,Ed_Degree
"NE, Adams",31363,88.47,0.7,1.39,0.33,8.11,1.35,5.87,739498768.0,475982451.0,308075299.0,866879906.0,790844704.0,368569194.0,750614129.0
"NE, Antelope",6298,101.91,0.3,0.32,0.14,2.83,0.65,6.97,5882269.01,5247682.99,1757142.0,8448577.99,6191690.0,3994255.0,4589226.99
"NE, Arthur",463,93.95,0.0,0.22,0.43,4.1,0.86,11.66,2698.92,2036.93,620.09,2574.08,2420.95,1695.03,2593.09
"NE, Banner",745,88.05,0.0,0.0,0.4,3.49,0.67,2.15,9215.97,8157.99,1273.96,10548.99,14817.99,5102.95,9655.03
"NE, Blaine",465,101.94,0.22,0.0,0.0,0.0,0.65,6.67,2464.09,1990.11,498.06,3115.91,2423.01,1707.1,2315.91
"NE, Boone",5192,103.68,0.44,0.19,0.21,1.25,0.35,6.91,3315715.0,2959855.01,711667.01,5256588.0,3156631.99,1922026.0,2949056.01
"NE, Box Butte",10783,88.7,0.45,0.31,3.04,10.73,2.62,7.32,31579741.0,18998999.0,11697075.0,41381596.0,39928155.0,10906465.0,21475638.0
"NE, Boyd",1919,105.47,0.05,0.89,0.47,1.72,1.04,8.96,151716.0,187447.99,28363.0,310437.0,169774.0,80656.02,117846.01
"NE, Brown",2955,103.96,0.07,0.24,0.3,0.98,0.88,7.85,558850.02,620845.99,125734.99,1053960.0,583287.01,283798.0,533525.01
"NE, Buffalo",49659,82.82,0.71,1.18,0.2,6.91,1.25,4.33,2940231425.0,1481829029.0,847323075.0,3133566824.0,2890664295.0,1133134456.0,4241548003.0
"NE, Burt",6459,100.94,0.36,0.26,1.66,1.95,1.3,7.12,6065905.0,6228607.0,2344617.0,9628690.0,5823951.0,3404215.99,5748832.99
"NE, Butler",8016,100.95,0.3,0.34,0.12,2.43,0.71,6.04,12761312.0,9831223.0,3598382.0,19341165.0,10917151.0,6631236.0,11019916.01
"NE, Cass",26248,91.75,0.31,0.32,0.27,2.32,1.39,3.93,458087970.0,258083460.0,102034638.0,539867027.0,438177025.0,227562548.0,500734408.0
"NE, Cedar",8402,103.06,0.08,0.08,0.25,1.34,0.73,6.19,15078817.0,12085605.0,4454488.0,20973323.99,12022086.0,9396041.0,12466804.0
"NE, Chase",3924,88.97,0.13,0.1,0.05,11.26,1.22,5.94,1438146.0,1233351.99,720603.01,1556729.0,1872375.99,623601.99,1268786.01
"NE, Cherry",5689,90.37,0.19,0.35,5.45,1.67,2.48,8.16,4077931.99,3835239.01,928843.0,5809493.0,5265738.0,2197547.0,4210656.0
"NE, Cheyenne",8910,101.9,0.21,1.77,0.58,6.85,1.43,7.91,16933454.99,11257250.0,4564771.0,19521543.0,18926087.0,9756806.0,17973430.0
"NE, Clay",6203,95.78,0.34,0.16,0.34,8.09,1.53,5.53,6017840.0,4259413.99,2027761.0,8214880.99,5556089.01,3312898.0,4755777.99
"NE, Colfax",10709,56.32,0.46,0.22,0.31,40.29,1.99,4.41,35781018.0,16674877.0,37753509.0,35505797.0,18911130.0,11720572.0,18911130.0
"NE, Cuming",8846,93.5,0.09,0.19,0.24,8.52,1.15,6.71,17285792.0,14398280.0,8059944.0,24273689.0,11847271.0,8584247.0,16464174.99
"NE, Custer",10777,97.9,0.26,0.14,0.29,2.0,1.0,6.27,29593426.0,26120754.0,8222959.0,37595672.0,35911658.0,13426202.0,30011574.0
"NE, Dakota",20026,57.9,3.2,3.1,2.33,37.05,2.41,3.59,241586855.0,91397262.0,188449066.0,283616022.0,139642299.0,87025787.0,104390932.0
"NE, Dawes",8589,93.82,1.51,1.09,3.97,3.56,2.71,4.59,12186931.99,10350089.0,2493473.0,16273836.0,15897638.0,5318910.0,23370669.0
"NE, Dawson",23595,65.54,3.01,0.57,0.31,32.83,2.17,4.42,375287677.0,182215691.0,289552177.0,415037702.0,277192880.0,124260708.0,207602495.0
"NE, Deuel",1794,102.51,0.06,0.28,0.33,4.18,1.28,6.63,121327.98,136775.03,62430.99,194075.03,168654.01,60511.98,91726.98
"NE, Dixon",5636,93.91,0.25,0.18,0.41,11.04,1.03,5.64,4586802.0,3192342.99,2163153.0,6324325.0,3665598.0,1959863.01,3792689.99
"NE, Dodge",36565,87.84,0.5,0.49,0.35,10.09,1.42,5.71,1168403495.0,898062361.0,542687857.0,1719648294.0,1155702276.0,544158867.0,926540280.0
"NE, Douglas",571327,65.12,10.36,2.38,0.44,10.12,2.54,3.79,4858060251986.0,1978659665003.0,1761855128861.0,3984574941603.0,4044243522199.0,1452773197941.0,7405464616075.0
"NE, Dundy",1693,109.39,0.41,0.12,0.47,6.91,1.54,11.22,107776.02,111501.0,81975.01,117799.0,122387.01,50164.03,112922.98
"NE, Fillmore",5462,102.87,0.55,0.16,0.4,3.26,0.88,6.85,3884301.01,3639658.0,1285809.01,5453534.0,3481588.01,2577627.0,3493495.0
"NE, Franklin",2979,105.57,0.03,0.1,0.34,1.11,1.14,7.02,570626.99,632740.01,198788.99,933588.99,708168.01,345207.02,457038.0
"NE, Frontier",2627,102.28,0.0,0.15,0.19,1.33,0.84,8.03,390608.98,344373.01,73844.99,528630.99,568640.01,251193.99,389926.0
"NE, Furnas",4676,101.48,0.17,0.21,0.32,2.82,1.15,7.81,2383264.01,2324252.99,1150109.0,3378129.0,2643483.0,1274723.99,1777627.99
"NE, Gage",21513,99.62,0.33,0.38,0.47,1.79,1.39,6.41,228720192.0,193037655.0,99689091.0,355206091.0,215900381.0,117877472.0,206968183.0
"NE, Garden",1837,105.72,0.22,0.0,0.54,4.35,1.58,8.49,115070.01,168727.98,36446.0,197403.97,164338.0,82003.97,139373.0
"NE, Garfield",1969,102.69,0.15,0.1,0.0,0.76,0.25,7.72,160513.0,206646.98,27920.01,239214.02,203161.0,98862.98,194242.0
"NE, Gosper",1990,98.19,0.4,0.2,0.1,2.46,1.31,4.67,176612.01,166324.02,55441.01,217010.0,176612.01,106525.03,232452.01
"NE, Grant",623,96.31,0.0,0.16,0.16,1.12,0.8,5.14,4542.05,4696.95,734.99,8652.97,5818.94,2486.04,6478.97
"NE, Greeley",2356,104.03,0.68,0.08,0.21,2.16,0.55,8.02,307505.01,301403.01,79373.98,448487.99,370244.99,195948.98,213712.99
"NE, Hall",61353,69.33,1.48,0.94,0.38,22.25,1.99,4.09,6295608640.0,3092282616.0,3550384607.0,7223481963.0,5291699318.0,2061270606.0,4967226001.0
"NE, Hamilton",9324,94.8,0.2,0.19,0.13,1.94,0.7,4.46,20786646.0,13318775.0,3990392.0,24298903.0,22125479.0,10406330.0,20238954.0
"NE, Harlan",3380,98.91,0.03,0.21,0.33,1.33,0.5,6.69,831682.99,908240.0,269622.99,1048746.01,975637.01,702601.01,864841.01
"NE, Hayes",922,100.65,0.0,0.33,0.11,3.58,0.11,6.29,18108.03,15471.04,7653.04,20569.96,22523.97,13258.03,14364.97
"NE, Hitchcock",2762,102.1,0.22,0.11,0.43,1.52,0.91,8.07,450096.02,482135.01,165553.98,707182.01,613330.01,250209.99,370743.01
"NE, Holt",10067,99.54,0.16,0.16,0.28,3.03,0.5,6.47,23947682.0,20958085.0,6627911.0,33707135.0,23441010.0,15444892.0,22812627.0
"NE, Hooker",682,105.72,0.0,0.0,0.59,1.17,0.59,6.3,6745.01,8326.98,2046.04,11163.93,6090.03,4043.99,8375.07
"NE, Howard",6445,94.13,0.23,0.19,0.25,1.69,1.12,6.52,6583760.99,5013630.01,1366598.0,9703270.01,6932693.0,3119509.0,5653296.0
"NE, Jefferson",7046,102.54,0.24,0.26,0.34,2.84,1.29,9.0,7456852.0,7700080.0,3102917.0,13032141.0,8380231.0,4219920.0,6240500.99
"NE, Johnson",5071,85.88,5.48,1.4,1.14,8.58,0.51,5.23,2466077.99,2298938.0,1782051.0,5580179.0,2100915.01,1298632.01,2275763.01
"NE, Kearney",6495,94.87,0.15,0.17,0.22,3.76,1.2,5.36,6639903.0,5011607.01,978667.01,7994046.0,8023598.0,3092140.0,7310642.0
"NE, Keith",8034,96.19,0.2,0.41,0.31,5.9,1.64,7.79,11185658.0,10985611.0,4382627.0,16446080.0,14600108.0,5809064.0,10624162.0
"NE, Keya Paha",806,101.12,0.0,0.12,0.12,0.5,0.37,6.33,11365.01,13380.02,2595.04,16829.03,10849.01,8963.03,13121.96
"NE, Kimball",3632,95.29,0.17,0.74,0.8,6.72,1.93,7.24,1075108.01,1057965.01,540841.0,1737294.99,1195146.01,543491.99,774341.99
"NE, Knox",8332,92.27,0.1,0.2,8.67,1.86,1.4,6.91,13933020.0,13155478.0,4547188.99,19570118.0,13148563.0,8059960.0,12516830.0
"NE, Lancaster",319090,75.43,3.02,3.1,0.52,5.23,2.47,3.86,750177813917.0,354134675094.0,205439041420.0,699645330285.0,686765297534.0,373154356825.0,1283920196179.0
"NE, Lincoln",34914,93.78,0.67,0.55,0.46,7.45,1.5,5.34,1065638823.0,662275985.0,275369162.0,1212526909.0,1127319642.0,651426809.0,989330087.0
"NE, Logan",748,98.8,0.13,0.13,0.94,1.74,0.27,6.55,10516.98,7606.95,2520.99,12589.04,11750.94,6768.98,8227.94
"NE, Loup",664,92.92,0.15,0.0,0.15,1.96,0.15,4.22,6526.96,6348.04,570.93,8598.95,7848.04,4806.93,7409.94
"NE, Madison",35099,82.8,1.17,0.45,0.96,12.83,1.74,4.36,1081889470.0,635188007.0,414178028.0,1315342045.0,935165471.0,664877900.0,994421709.0
"NE, McPherson",494,106.88,0.4,0.0,0.0,0.4,1.62,10.93,3369.03,2174.09,1319.03,2879.96,3122.06,2100.0,2658.1
"NE, Merrick",7755,95.49,0.18,0.76,0.39,3.49,1.01,5.64,11558905.0,8419604.0,2688271.0,16472318.0,14656097.0,4522561.01,8305372.01
"NE, Morrill",4642,91.68,0.17,0.39,0.75,14.8,1.66,6.79,2400471.0,1945787.01,1251947.01,3225771.99,2590097.01,980437.01,1954421.0
"NE, Nance",3519,103.07,0.23,0.06,0.26,1.85,1.05,6.39,1021636.0,830906.0,298446.01,1642036.0,986938.99,632787.01,797475.99
"NE, Nebraska",1934408,77.53,4.19,1.65,0.76,8.65,2.04,4.46,181974007456044.0,97791337073914.0,62219761131006.98,188966934294665.0,165182451429720.0,76482143751472.0,230991475944360.0
"NE, Nemaha",6972,99.53,0.89,0.43,0.26,1.91,1.02,6.51,7325341.01,6095550.0,2775553.0,10125226.0,8132280.01,3431758.0,9425237.99
"NE, Nuckolls",4148,104.46,0.14,0.22,0.19,2.34,1.47,9.14,1515845.01,1861664.01,576406.0,2427741.01,1715447.01,922225.0,1495187.99
"NE, Otoe",16012,90.55,0.42,0.42,0.28,5.63,1.12,6.22,98861771.0,77504965.0,29663671.0,144985297.0,90683001.0,48969339.0,96195292.0
"NE, Pawnee",2613,102.68,0.34,0.31,0.15,1.34,1.3,8.23,393283.01,462918.98,220537.01,724428.01,340030.0,194590.01,304518.98
"NE, Perkins",2891,98.51,0.35,0.17,0.1,3.29,0.38,6.36,598437.01,489763.99,289186.99,622663.99,636049.01,188897.99,678661.99
"NE, Phelps",9034,96.24,0.13,0.23,0.23,4.13,0.99,5.6,18126268.99,14004778.01,4945754.0,22035552.0,20199301.0,9238620.0,17318268.0
"NE, Pierce",7148,99.3,0.15,0.17,0.21,1.3,0.53,5.53,9472816.0,6555359.0,1675849.01,12145024.01,6933417.0,7306400.0,8461159.0
"NE, Platte",33470,81.17,0.38,0.45,0.29,13.3,1.42,5.13,990180831.0,558664170.0,415273335.0,1116432014.0,889023111.0,512734293.0,815983538.0
"NE, Polk",5213,99.48,0.12,0.12,0.19,2.99,1.04,5.47,3453977.0,2801778.99,1220155.0,4396956.99,3535509.0,1924014.0,3092560.0
"NE, Red Willow",10724,96.47,0.76,0.26,0.4,4.31,1.15,6.77,28314041.0,23115796.0,9200334.0,40216930.0,33477754.0,16894161.0,23541325.0
"NE, Richardson",7865,99.55,0.14,0.34,3.08,1.42,1.95,7.73,10454001.0,11146829.0,3773312.0,17623420.0,12501575.0,5499208.0,9253959.0
"NE, Rock",1357,110.69,0.07,0.22,0.66,0.15,0.44,6.85,50643.04,58187.99,8291.01,84894.03,61133.01,37561.97,58012.01
"NE, Saline",14224,76.05,0.65,1.57,0.28,20.18,1.57,4.21,70327154.0,42042588.0,47525513.0,95799493.0,54444920.0,38866084.0,51126746.0
"NE, Sarpy",187196,71.12,3.27,1.77,0.3,6.18,2.65,2.7,188790619766.0,55955611846.0,29614283651.0,142468147776.0,157522337778.0,65441574462.0,260932290997.0
"NE, Saunders",21578,92.65,0.32,0.38,0.2,1.92,1.02,5.27,259810341.0,155746552.0,68211942.0,311306885.0,246493909.0,123060844.0,255619893.0
"NE, Scotts Bluff",35618,78.42,0.44,0.58,1.5,21.86,2.02,6.11,1118815163.0,759536041.0,542471401.0,1298581702.0,1185799443.0,457345449.0,1034323924.0
"NE, Seward",17284,93.45,0.34,0.41,0.28,1.57,1.04,4.69,122123559.0,78418372.0,31008879.0,147725311.0,110801502.0,77641629.0,149159192.0
"NE, Sheridan",5246,86.9,0.23,0.34,10.71,3.26,3.09,8.1,3412523.01,3200637.0,1365009.0,4739026.99,3880413.99,1161359.0,3291445.01
"NE, Sherman",3001,103.13,0.1,0.3,0.07,1.03,0.4,8.16,606112.0,631319.99,190022.99,978956.01,725882.01,262077.01,545762.01
"NE, Sioux",1166,106.35,0.09,0.09,0.17,4.46,1.29,7.29,35480.96,33848.97,10739.02,46627.96,38477.96,14144.0,48540.99
"NE, Stanton",5920,96.77,0.61,0.1,0.42,4.75,1.18,3.43,5702026.0,2926374.0,1317733.01,6557170.0,5393653.01,3778026.0,3700888.01
"NE, Thayer",5003,101.48,0.2,0.3,0.16,1.52,0.96,7.32,2675704.0,3226385.01,958625.0,4460325.0,2928506.0,1819691.01,2355311.99
"NE, Thomas",722,87.12,0.14,0.28,0.14,1.66,0.97,4.71,8599.03,7869.94,2295.98,8599.03,13132.96,4273.96,9327.98
"NE, Thurston",7224,37.92,0.24,0.08,53.85,2.63,1.87,3.29,13401387.0,4482780.99,4112262.0,12389016.0,10254612.0,4769790.01,6173630.0
"NE, Valley",4158,99.3,0.07,0.31,0.12,1.9,0.77,7.38,1588855.0,1697795.0,554967.99,2456753.99,1770393.0,665613.01,1740996.01
"NE, Washington",20729,93.61,0.58,0.26,0.19,2.02,0.95,4.72,224170039.0,125040230.0,39531654.0,281619841.0,193017462.0,110172977.0,266365784.0
"NE, Wayne",9385,94.76,1.35,0.51,0.28,4.27,1.14,4.64,16047881.0,11335672.0,3294135.0,22759376.0,16911019.0,12947546.0,26740587.0
"NE, Webster",3487,102.9,0.52,0.32,0.23,3.81,1.66,6.54,958157.99,1003140.01,262641.01,1504082.99,936259.99,560534.99,977580.01
"NE, Wheeler",783,102.43,0.0,0.51,0.13,0.77,0.89,5.36,11767.94,9074.97,2144.96,15573.95,13733.97,7172.03,9318.01
"NE, York",13679,93.03,1.09,0.43,0.35,4.06,1.02,4.36,57275888.0,46610372.0,16503577.0,71346928.0,61205318.0,34204613.0,72712913.0
"NH, Belknap",61303,93.88,0.43,1.13,0.19,1.18,1.26,5.02,4785135014.0,3856519009.0,1569740557.0,6791186187.0,4818206144.0,2358932697.0,7499956147.0
"NH, Carroll",48910,94.63,0.26,0.61,0.25,0.97,1.09,5.84,2182153887.0,2406780398.0,681295269.0,3452884108.0,2265641301.0,1291303234.0,4009068086.0
"NH, Cheshire",76085,96.65,0.48,1.2,0.22,1.43,1.42,5.38,8633027133.0,6478967198.0,2924565882.0,13823379206.0,8247484656.0,4459210984.0,14590411874.0
"NH, Coos",31563,100.75,0.45,0.52,0.34,1.27,1.5,6.87,594645342.0,608791878.0,382151232.0,1225752893.0,628517175.0,334332340.0,573625331.0
"NH, Grafton",89886,91.55,0.85,2.91,0.34,1.78,1.74,4.98,13348130325.0,11256350073.0,5197537503.0,19232424732.0,12568459161.0,6122639720.0,29502268765.0
"NH, Hillsborough",417025,84.22,1.78,3.09,0.18,5.09,1.9,3.69,1702873083322.0,860140731249.0,572546008142.0,1869443940336.0,1320358365830.0,726577965969.0,2763566654312.0
"NH, Merrimack",151391,91.19,0.96,1.52,0.23,1.55,1.36,4.45,75674729155.0,47396978037.0,23425749805.0,96111811701.0,63644423659.0,40136164245.0,123658439665.0
"NH, New Hampshire",1359711,89.36,1.0,2.08,0.2,2.7,1.57,4.28,54852277791919.99,34037590217942.0,17330597583662.0,68928962729385.0,46440174075899.0,25565030283598.0,93120509078754.02
"NH, Rockingham",309769,89.75,0.58,1.59,0.13,1.98,1.31,4.09,678904191124.0,376908847277.0,144722097376.0,753779307979.0,541551581895.0,300536802706.0,1231855442592.0
"NH, Strafford",130633,87.43,0.88,2.43,0.18,1.68,1.75,3.58,46012307706.0,26505328581.0,16093982987.0,61541440133.0,42872351521.0,22710076771.0,79705404899.0
"NH, Sullivan",43146,97.55,0.41,0.63,0.27,1.14,1.42,4.62,1689939939.0,1325257003.0,705351671.0,2925468795.0,1395997028.0,747609295.0,2257348671.0
"NJ, Atlantic",263670,61.01,15.5,7.74,0.19,17.54,3.37,4.98,426558378296.0,259747605530.0,238320966589.0,585798220329.0,364308496355.0,129004779404.0,515643701631.0
"NJ, Bergen",932202,60.72,5.03,14.0,0.09,15.58,2.44,4.04,18291679874490.0,12272808137077.0,6067014368179.0,18370063725423.0,11817191137548.0,4778112730495.0,39976024862004.0
"NJ, Burlington",445349,71.18,16.0,4.31,0.15,6.47,2.94,4.21,2051882313570.0,1224227303428.0,552285680822.0,2480862666947.0,1693707815110.0,748062878164.0,3357942941097.0
"NJ, Camden",506471,61.14,18.71,5.14,0.17,14.44,2.65,4.28,3164753232503.0,1662921659144.0,1469177483658.0,3837868664192.0,2534116333938.0,934399444680.0,4216071244168.0
"NJ, Cape May",92039,91.83,4.61,0.89,0.16,6.58,2.02,6.7,14705117050.0,16817829036.0,5826475512.0,24962866361.0,15390435762.0,6200054450.0,25588038507.0
"NJ, Cumberland",149527,52.79,19.65,1.24,0.74,28.39,3.69,3.97,80335692437.0,42190157026.0,68930711907.0,131791138996.0,58498317786.0,23053667642.0,52043470458.0
"NJ, Essex",798975,32.56,38.59,4.42,0.19,19.92,3.1,3.9,12679446370036.0,5875602786158.0,7095893762543.0,14301904816305.0,8555250962374.0,2965761603101.0,18084640895991.0
"NJ, Gloucester",291636,80.13,9.57,2.58,0.12,4.7,2.1,3.92,604478422562.0,307078645312.0,176371411773.0,793939268762.0,466941549269.0,224536109149.0,818621231274.0
"NJ, Hudson",672391,29.08,10.61,12.47,0.14,39.84,4.14,3.39,6286584782292.0,3167615886786.0,4617486346850.0,7644044022035.0,3892438087891.0,1393401961162.0,12852121218173.0
"NJ, Hunterdon",124371,90.54,2.6,3.34,0.08,5.4,1.35,4.11,45286090404.0,24489168527.0,9656763908.0,40336283798.0,29134252501.0,11871801469.0,101379773209.0
"NJ, Mercer",367430,54.41,19.43,8.86,0.15,15.06,2.75,4.04,1123050970776.0,627502333175.0,570300797706.0,1218013349808.0,779018226082.0,279635452757.0,2113513720088.0
"NJ, Middlesex",825062,48.33,8.67,20.91,0.14,18.06,2.9,3.4,12861593604613.0,6896992895767.0,5719538879463.0,14206098105571.0,8303307436243.0,3470552009393.0,24464726642115.0
"NJ, Monmouth",618795,78.13,7.1,5.01,0.1,9.85,2.0,4.69,5648686072907.0,3257928064367.0,1556900886734.0,5544879919668.0,3924914206360.0,1758003773022.0,10909448805385.0
"NJ, Morris",491845,75.14,2.87,8.92,0.08,11.48,2.1,3.95,2844879287334.0,1646715799294.0,653015912490.0,2387884264834.0,1621774722984.0,803073621633.0,6432523657610.0
"NJ, New Jersey",8882190,58.71,12.67,8.1,0.14,17.51,2.71,4.13,1.6460503066816684e+16,9453050334959494.0,7136206596145228.0,1.905031762093828e+16,1.1477136819134634e+16,4581720461474705.0,2.7829145820967896e+16
"NJ, Ocean",607186,81.61,2.73,1.63,0.07,7.87,1.4,6.49,5238205844654.0,4700936001032.0,1792865741307.0,7615826744665.0,4478293263211.0,1793123813572.0,6705310492263.0
"NJ, Passaic",501826,45.26,11.06,4.89,0.15,37.0,3.71,3.42,3141671676626.0,1521552836692.0,2054826636159.0,4365537059579.0,1996628876305.0,660246150211.0,3560212029189.0
"NJ, Salem",62385,81.33,14.33,0.88,0.3,7.22,2.35,5.29,5698502926.0,3644363884.0,2712257122.0,9328077822.0,4615779435.0,2518440652.0,5104600845.0
"NJ, Somerset",328934,61.36,8.35,13.82,0.09,12.8,2.5,3.53,889394896286.0,440245117580.0,194788096648.0,722467677194.0,488782549544.0,207436391811.0,1945500619142.0
"NJ, Sussex",140488,94.3,1.74,1.85,0.1,6.85,1.7,3.76,66463937150.0,33161902995.0,14228315566.0,84829101701.0,54633651997.0,23443464365.0,100144919422.0
"NJ, Union",556341,43.73,20.08,4.4,0.1,26.37,2.98,3.55,4213648551399.0,2174840264833.0,2350304491485.0,4927050384955.0,2786875833537.0,962716416880.0,6192627531823.0
"NJ, Warren",105267,88.5,3.41,2.51,0.1,7.28,1.82,5.27,27482338858.0,16412277974.0,9919837850.0,35718951063.0,22249823668.0,10241190632.0,38518046910.0
"NM, Bernalillo",679121,40.47,2.4,2.15,3.87,46.69,4.34,4.56,7523411987009.0,3830587012413.0,3473844683201.0,7263707267662.0,7198123866780.0,2607747193041.0,10777953538274.0
"NM, Catron",3527,80.29,0.43,0.14,2.47,20.1,3.32,9.64,695382.99,1226549.99,259974.99,2066222.0,1049917.01,324659.99,687906.01
"NM, Chaves",64615,44.57,1.67,0.58,0.71,52.83,3.29,4.58,7553587838.0,3819797140.0,5878120888.0,7476348359.0,6405435503.0,2372290618.0,4845201652.0
"NM, Cibola",26675,21.96,0.83,0.51,40.04,37.24,3.19,4.37,476600091.0,243138624.0,322192387.0,611155193.0,499583271.0,195748886.0,269395093.0
"NM, Colfax",11941,57.47,0.33,0.4,1.09,54.33,4.14,8.81,35162066.0,34149708.0,20047745.0,50005445.0,47994939.0,15242567.0,36972918.0
"NM, Curry",48954,50.14,5.67,1.17,0.59,39.05,4.1,4.17,3325854475.0,1339879792.0,2124012725.0,3132936552.0,3119516303.0,1103585687.0,2251985335.0
"NM, De Baca",1748,68.65,0.11,0.0,0.51,44.57,4.52,12.81,119160.98,122220.02,84025.97,193712.99,164993.99,22006.98,69360.98
"NM, Doña Ana",218195,28.87,1.29,0.93,0.7,63.02,2.91,3.51,277360850024.0,128501607533.0,213493299229.0,235860034471.0,225162278369.0,82363670383.0,281931319594.0
"NM, Eddy",58460,48.09,1.01,0.56,0.75,40.59,2.74,3.8,5208721109.0,2798991140.0,3110673553.0,7315654001.0,4516320869.0,1797642662.0,3238832488.0
"NM, Grant",26998,53.17,0.69,0.4,0.8,52.79,3.03,8.11,431577069.0,419914743.0,246292495.0,520574626.0,496083930.0,137833429.0,567150766.0
"NM, Guadalupe",4300,17.51,1.53,1.35,1.07,86.74,3.58,10.95,1732513.0,1235132.0,1377505.0,3775658.0,1627120.0,569492.0,600925.0
"NM, Harding",625,62.56,0.32,0.0,0.32,47.84,1.6,12.0,3244.0,7150.08,3593.92,6444.0,5431.04,3631.04,5312.0
"NM, Hidalgo",4198,48.24,0.4,0.55,0.38,65.96,2.05,6.05,1908578.99,1231861.01,1309398.0,2599402.0,1783477.99,625627.99,1080313.01
"NM, Lea",71070,39.18,3.38,0.42,0.66,46.52,2.32,2.73,10553949013.0,3877105163.0,9239188127.0,11308560323.0,7803204563.0,2661342655.0,4884769026.0
"NM, Lincoln",19572,69.49,0.38,0.34,2.08,31.22,2.6,6.12,142231290.0,164793696.0,78834450.0,224015436.0,200495177.0,53284183.0,193102245.0
"NM, Los Alamos",19369,70.67,0.5,5.47,0.57,13.66,2.41,5.0,175986734.0,108720909.0,17369732.0,64001955.0,102193168.0,53272498.0,489806565.0
"NM, Luna",23709,37.95,0.8,0.47,0.61,65.05,2.8,7.31,352896848.0,260541046.0,402588067.0,458574736.0,220124788.0,84542263.0,166836202.0
"NM, McKinley",71367,10.35,0.44,0.76,73.43,13.27,3.08,2.71,11373733812.0,3463918669.0,8270926453.0,12495266930.0,8694175583.0,2733037090.0,4155581941.0
"NM, Mora",4521,19.31,0.22,0.24,0.38,87.44,3.54,5.29,1972422.01,1733261.0,995389.01,3147656.01,3149734.99,932048.99,1015823.0
"NM, New Mexico",2096829,39.77,1.69,1.25,8.36,45.47,3.67,4.58,232229306762981.97,121876737890385.02,132863191508326.0,243941654210627.0,215620363611463.0,77542255908103.0,251943633387166.0
"NM, Otero",67490,49.96,3.03,1.06,5.54,32.64,3.95,4.59,7691404039.0,4601815774.0,5102399227.0,8377372399.0,8744041520.0,3144703299.0,5372505005.0
"NM, Quay",8253,58.73,0.99,0.95,0.84,46.46,3.68,9.52,12239694.0,11599509.0,10169098.99,20052149.0,11531339.0,4863163.0,9597001.01
"NM, Rio Arriba",38921,13.23,0.26,0.35,14.52,73.75,3.46,4.84,1452129666.0,828922722.0,801049448.0,1897493717.0,1607249701.0,454453272.0,1135678583.0
"NM, Roosevelt",18500,59.58,1.6,0.87,0.98,42.77,3.42,4.19,168113200.0,75397675.0,126529825.0,177730425.0,142820925.0,34533025.0,151548300.0
"NM, San Juan",123958,44.57,0.5,0.36,37.37,19.99,3.66,3.39,55140941221.0,20628299508.0,28733645379.0,58051182521.0,52017117809.0,23192815747.0,28472429925.0
"NM, San Miguel",27277,21.19,1.24,0.64,0.83,82.79,4.21,8.47,446048779.0,308476684.0,339577374.0,561002240.0,532282560.0,161753156.0,434888395.0
"NM, Sandoval",146748,42.55,1.68,1.2,10.91,31.43,3.48,3.44,84440792038.0,38142748965.0,31886837700.0,80482663892.0,77836015286.0,29526604503.0,96291489879.0
"NM, Santa Fe",150358,42.09,0.63,1.04,2.18,48.56,3.42,6.14,71281535700.0,51395954949.0,36239867045.0,75841474341.0,65810514786.0,22523881001.0,139506535336.0
"NM, Sierra",10791,76.04,0.41,0.45,1.2,31.06,3.62,13.74,20203342.0,38508547.0,20156725.0,35970072.0,31475297.0,11563096.0,26491365.0
"NM, Socorro",16637,40.34,0.85,1.25,11.36,52.08,3.02,4.2,110051592.0,65294735.0,83728864.0,172329373.0,77501135.0,25824451.0,101083584.0
"NM, Taos",32723,36.54,0.32,0.61,5.34,56.17,4.89,7.41,721501573.0,598467020.0,345759726.0,988343568.0,925701929.0,238037573.0,1006118701.0
"NM, Torrance",15461,59.33,1.11,0.39,1.77,41.39,4.57,6.4,89139004.0,52469841.0,56868186.0,139457447.0,89903860.0,28493850.0,54860266.0
